order_line_id,order_id,order_date,customer_id,repeat_customer,region,channel,acquisition_source,campaign,category,size,color,print_type,design_theme,dtf_supplier,dtf_area_cm2,dtf_cost_per_cm2_ars,base_cost_ars,labor_cost_ars,packaging_cost_ars,shipping_method,shipping_cost_ars,units,price_list_unit_ars,discount_pct,unit_price_final_ars,order_total_ars,cogs_unit_ars,profit_unit_ars,profit_total_ars,delivery_time_days,payment_method,was_returned,defect_type,customer_rating
341,325,2024-11-11,CUST0048,1,CABA,WhatsApp,IG Orgánico,CyberNov,Remera unisex,L,Negro,DTF,Minimalista,Proveedor C,251,11.15,8071.0,3409.0,432.0,Correo Argentino,4475.0,2,25720.0,0.199,20610.0,41220.0,16953.46,3656.54,7313.07,8,Débito,0,Ninguno,4.5
456,433,2024-11-11,CUST0001,1,Quilmes,Instagram,IG Orgánico,CyberNov,Remera mujer,S,Blanco,Serigrafía,Conurbano Nipón,Proveedor B,215,9.13,6174.0,2540.0,456.0,Correo Argentino,3009.0,1,23880.0,0.102,21430.0,21430.0,14146.58,7283.42,7283.42,7,Crédito,0,Ninguno,5.0
579,550,2024-11-11,CUST0003,1,Quilmes,TiendaNube,IG Ads,CyberNov,Remera unisex,M,Negro,DTF,Conurbano Nipón,Proveedor B,207,8.52,7525.0,2231.0,792.0,Mensajería CABA,3687.0,1,27540.0,0.141,23670.0,23670.0,16001.54,7668.46,7668.46,5,MercadoPago,0,Ninguno,3.9
583,554,2024-11-11,CUST0007,1,CABA,Feria,Boca a boca,CyberNov,Remera mujer,L,Blanco,DTF,Conurbano Nipón,Proveedor A,229,8.01,7794.0,2813.0,775.0,Moto GBA,3056.0,1,25720.0,0.193,20760.0,20760.0,16272.63,4487.37,4487.37,2,Transferencia,0,Ninguno,4.6
1258,1203,2024-11-11,CUST0001,1,Quilmes,WhatsApp,IG Orgánico,CyberNov,Remera mujer,M,Negro,Serigrafía,Conurbano Nipón,Proveedor A,191,8.82,7244.0,3332.0,572.0,Moto GBA,2241.0,2,22260.0,0.09,20250.0,40500.0,13956.47,6293.53,12587.05,3,Crédito,0,Ninguno,4.3
1374,1310,2024-11-11,CUST0022,1,CABA,Feria,Boca a boca,CyberNov,Remera mujer,L,Blanco,DTF,Tipográfica,Proveedor A,207,9.32,8393.0,1675.0,603.0,Moto GBA,3780.0,4,22390.0,0.139,19270.0,77080.0,13542.91,5727.09,22908.36,4,Efectivo,0,Ninguno,4.6
96,93,2024-11-12,CUST0073,1,Interior,WhatsApp,Boca a boca,CyberNov,Remera mujer,S,Azul,Serigrafía,Rock,Proveedor B,191,8.39,8858.0,1795.0,659.0,Mensajería CABA,4178.0,1,26860.0,0.137,23170.0,23170.0,17092.86,6077.14,6077.14,3,MercadoPago,1,Descascarado,3.7
424,402,2024-11-12,CUST0005,1,Quilmes,Feria,IG Orgánico,CyberNov,Remera mujer,M,Negro,DTF,Minimalista,Proveedor B,201,7.54,7440.0,1804.0,803.0,Mensajería CABA,4009.0,2,22070.0,0.19,17880.0,35760.0,13565.69,4314.31,8628.61,5,Transferencia,0,Ninguno,4.2
42,40,2024-11-13,CUST0010,1,Quilmes,Instagram,IG Orgánico,CyberNov,Remera unisex,M,Negro,DTF UV,Vintage,Proveedor B,236,8.47,8450.0,2807.0,788.0,Retiro,0.0,1,22890.0,0.105,20480.0,20480.0,14043.12,6436.88,6436.88,3,Débito,0,Ninguno,4.6
979,935,2024-11-13,CUST0031,1,CABA,Instagram,Boca a boca,CyberNov,Remera mujer,S,Azul,DTF,Tango,Proveedor A,225,9.63,8858.0,2787.0,466.0,Retiro,0.0,3,22340.0,0.092,20270.0,60810.0,14274.05,5995.95,17987.84,2,Transferencia,0,Ninguno,4.0
986,942,2024-11-13,CUST0683,0,CABA,Instagram,IG Orgánico,CyberNov,Remera unisex,XL,Blanco,DTF,Minimalista,Proveedor A,234,9.12,6806.0,1975.0,761.0,Correo Argentino,4522.0,1,27570.0,0.243,20870.0,20870.0,16196.92,4673.08,4673.08,4,Débito,0,Ninguno,4.3
1132,1083,2024-11-13,CUST0101,1,CABA,WhatsApp,IG Ads,CyberNov,Remera mujer,S,Verde,DTF,Minimalista,Proveedor A,160,9.5,8199.0,1987.0,869.0,Mensajería CABA,3465.0,1,25570.0,0.0,25570.0,25570.0,16043.19,9526.81,9526.81,3,MercadoPago,0,Ninguno,4.8
1138,1089,2024-11-13,CUST0043,1,Quilmes,Instagram,Boca a boca,CyberNov,Buzo canguro,XS,Negro,DTF,Conurbano Nipón,Proveedor B,306,9.01,20270.0,2087.0,645.0,Mensajería CABA,3412.0,1,41000.0,0.095,37120.0,37120.0,29171.23,7948.77,7948.77,5,Crédito,0,Ninguno,3.8
1584,1513,2024-11-13,CUST0154,0,Quilmes,Feria,IG Orgánico,CyberNov,Oversize,XL,Blanco,DTF,Rock,Proveedor B,248,8.65,10306.0,3418.0,506.0,Moto GBA,3342.0,2,28650.0,0.137,24730.0,49460.0,18044.64,6685.36,13370.72,5,MercadoPago,0,Ninguno,4.5
1664,1592,2024-11-13,CUST0001,1,Quilmes,WhatsApp,IG Ads,CyberNov,Buzo canguro,XL,Blanco,Serigrafía,Rock,Proveedor B,289,9.11,19614.0,2100.0,664.0,Mensajería CABA,3539.0,1,41440.0,0.25,31090.0,31090.0,28550.85,2539.15,2539.15,5,MercadoPago,0,Ninguno,4.6
1988,1901,2024-11-13,CUST0005,1,Quilmes,TiendaNube,IG Ads,CyberNov,Remera unisex,M,Negro,DTF UV,Tipográfica,Proveedor A,241,8.4,8233.0,1836.0,787.0,Correo Argentino,3583.0,1,27100.0,0.125,23720.0,23720.0,16461.27,7258.73,7258.73,3,MercadoPago,1,Descascarado,4.5
143,137,2024-11-14,CUST0033,1,CABA,Instagram,IG Orgánico,CyberNov,Tote bag,L,Blanco,DTF UV,Tipográfica,Proveedor B,261,8.48,4553.0,1778.0,829.0,Moto GBA,3123.0,2,19540.0,0.228,15090.0,30180.0,10933.56,4156.44,8312.87,4,MercadoPago,0,Ninguno,4.3
650,621,2024-11-14,CUST0005,1,Quilmes,Instagram,Google Search,CyberNov,Oversize,XXL,Blanco,DTF,Minimalista,Proveedor B,155,7.62,8912.0,2893.0,811.0,Retiro,0.0,1,24180.0,0.0,24180.0,24180.0,13799.57,10380.43,10380.43,3,Crédito,0,Ninguno,3.9
835,800,2024-11-14,CUST0004,1,Interior,WhatsApp,Google Search,CyberNov,Remera mujer,M,Azul,DTF,Rock,Proveedor A,123,9.8,7555.0,2136.0,345.0,Retiro,0.0,1,17490.0,0.103,15690.0,15690.0,11246.05,4443.95,4443.95,3,MercadoPago,0,Ninguno,4.6
1280,1223,2024-11-14,CUST0072,1,Quilmes,Instagram,Boca a boca,CyberNov,Buzo canguro,XL,Verde,DTF,Rock,Proveedor A,355,8.66,19868.0,2043.0,770.0,Correo Argentino,2808.0,1,42890.0,0.141,36840.0,36840.0,28563.32,8276.68,8276.68,5,Crédito,0,Ninguno,4.4
1330,1268,2024-11-14,CUST0024,1,CABA,WhatsApp,IG Ads,CyberNov,Remera unisex,XXL,Blanco,DTF,Tango,Proveedor C,287,10.52,6255.0,2812.0,856.0,Moto GBA,4054.0,1,29560.0,0.107,26410.0,26410.0,16997.5,9412.5,9412.5,6,MercadoPago,0,Ninguno,4.5
1451,1382,2024-11-14,CUST0005,1,GBA Sur,Instagram,IG Ads,CyberNov,Remera unisex,L,Blanco,Serigrafía,Rock,Proveedor C,274,10.34,8442.0,2667.0,372.0,Mensajería CABA,4537.0,1,30020.0,0.111,26690.0,26690.0,18849.08,7840.92,7840.92,4,Crédito,0,Ninguno,4.3
1939,1856,2024-11-14,CUST0001,1,CABA,Instagram,IG Ads,CyberNov,Remera unisex,M,Negro,Serigrafía,Tango,Proveedor B,193,8.12,8051.0,2102.0,309.0,Correo Argentino,2826.0,1,24200.0,0.136,20910.0,20910.0,14853.16,6056.84,6056.84,5,Crédito,0,Ninguno,4.1
276,132,2024-11-16,CUST0014,1,CABA,WhatsApp,Boca a boca,CyberNov,Remera mujer,M,Negro,DTF,Minimalista,Proveedor A,238,9.1,6367.0,1969.0,599.0,Moto GBA,4486.0,2,19640.0,0.0,19640.0,39280.0,13340.38,6299.62,12599.24,2,MercadoPago,0,Ninguno,4.9
148,142,2024-11-16,CUST0003,1,Interior,WhatsApp,IG Ads,CyberNov,Remera mujer,XS,Negro,DTF,Tango,Proveedor A,187,9.41,7474.0,1940.0,868.0,Moto GBA,3802.0,1,25740.0,0.0,25740.0,25740.0,15843.07,9896.93,9896.93,2,Débito,0,Ninguno,4.1
232,221,2024-11-16,CUST0001,1,GBA Sur,WhatsApp,Google Search,CyberNov,Remera mujer,XXL,Azul,DTF,Minimalista,Proveedor A,269,8.82,6614.0,3477.0,502.0,Retiro,0.0,1,20180.0,0.047,19220.0,19220.0,12968.43,6251.57,6251.57,2,Efectivo,0,Ninguno,4.0
351,335,2024-11-16,CUST0018,1,CABA,Feria,IG Orgánico,CyberNov,Oversize,XL,Negro,DTF,Tango,Proveedor A,165,8.74,9389.0,3288.0,304.0,Correo Argentino,4207.0,4,26650.0,0.186,21710.0,86840.0,15472.15,6237.85,24951.4,4,Débito,0,Ninguno,4.1
609,580,2024-11-16,CUST0032,1,CABA,TiendaNube,Google Search,CyberNov,Oversize,XL,Blanco,DTF,Vintage,Proveedor C,312,11.54,8255.0,1929.0,747.0,Retiro,0.0,1,25000.0,0.205,19880.0,19880.0,14526.51,5353.49,5353.49,6,Crédito,0,Ninguno,3.9
744,711,2024-11-16,CUST0001,1,Quilmes,TiendaNube,Google Search,CyberNov,Remera mujer,S,Blanco,Serigrafía,Vintage,Proveedor C,186,10.46,6457.0,1748.0,697.0,Moto GBA,2241.0,1,21700.0,0.231,16680.0,16680.0,13084.36,3595.64,3595.64,6,Débito,0,Ninguno,4.2
849,814,2024-11-16,CUST0011,1,GBA Sur,Feria,IG Ads,CyberNov,Tote bag,S,Blanco,DTF,Vintage,Proveedor B,214,8.52,4141.0,3553.0,740.0,Correo Argentino,4272.0,1,25120.0,0.146,21460.0,21460.0,14530.84,6929.16,6929.16,7,Débito,0,Ninguno,4.5
1692,1619,2024-11-16,CUST0008,1,GBA Sur,Instagram,Google Search,CyberNov,Oversize,S,Azul,DTF,Conurbano Nipón,Proveedor B,171,8.46,10294.0,3142.0,518.0,Moto GBA,1923.0,1,26780.0,0.097,24190.0,24190.0,17319.96,6870.04,6870.04,4,Crédito,0,Ninguno,4.4
403,383,2024-11-17,CUST0004,1,GBA Sur,Instagram,IG Orgánico,CyberNov,Remera unisex,M,Negro,DTF,Vintage,Proveedor C,192,11.27,8435.0,2757.0,377.0,Retiro,0.0,1,22910.0,0.09,20850.0,20850.0,13729.51,7120.49,7120.49,5,Crédito,0,Ninguno,4.5
693,662,2024-11-18,CUST0001,1,Quilmes,Instagram,Boca a boca,CyberNov,Tote bag,M,Rojo,DTF UV,Minimalista,Proveedor C,254,10.67,4076.0,1940.0,349.0,Moto GBA,2434.0,1,19510.0,0.142,16730.0,16730.0,11508.19,5221.81,5221.81,6,MercadoPago,0,Ninguno,4.3
793,758,2024-11-18,CUST0011,1,Quilmes,Instagram,IG Ads,CyberNov,Buzo canguro,XL,Azul,Serigrafía,Tipográfica,Proveedor B,224,8.11,18312.0,2215.0,389.0,Moto GBA,1879.0,1,40580.0,0.138,34980.0,34980.0,24609.59,10370.41,10370.41,4,Débito,0,Ninguno,4.1
1168,1118,2024-11-18,CUST0001,1,Quilmes,Instagram,IG Ads,CyberNov,Remera unisex,S,Negro,Serigrafía,Rock,Proveedor A,221,9.6,6176.0,1977.0,579.0,Retiro,0.0,1,18040.0,0.096,16310.0,16310.0,10854.42,5455.58,5455.58,2,MercadoPago,0,Ninguno,4.1
1422,1354,2024-11-18,CUST0016,1,GBA Sur,Instagram,Boca a boca,CyberNov,Remera unisex,M,Azul,DTF,Rock,Proveedor A,271,8.26,7300.0,3867.0,697.0,Moto GBA,3042.0,2,25870.0,0.0,25870.0,51740.0,15620.53,10249.47,20498.93,2,Transferencia,0,Ninguno,4.7
1704,1631,2024-11-18,CUST0134,1,CABA,Instagram,IG Ads,CyberNov,Remera mujer,M,Negro,DTF,Minimalista,Proveedor A,193,8.88,6308.0,3741.0,666.0,Mensajería CABA,2131.0,3,20470.0,0.085,18740.0,56220.0,13140.44,5599.56,16798.67,3,MercadoPago,0,Ninguno,4.2
1873,1796,2024-11-18,CUST0001,1,Quilmes,WhatsApp,Google Search,CyberNov,Remera mujer,L,Azul,Serigrafía,Tango,Proveedor B,248,8.36,8535.0,3782.0,758.0,Mensajería CABA,4135.0,3,26460.0,0.201,21150.0,63450.0,16530.28,4619.72,13859.16,5,MercadoPago,0,Ninguno,4.4
104,101,2024-11-19,CUST0029,1,Quilmes,Instagram,Google Search,CyberNov,Remera mujer,L,Negro,DTF,Conurbano Nipón,Proveedor A,184,8.45,6934.0,3073.0,693.0,Correo Argentino,3429.0,1,23610.0,0.15,20070.0,20070.0,15680.81,4389.19,4389.19,6,Débito,0,Ninguno,4.5
1727,1654,2024-11-19,CUST0001,1,CABA,Instagram,IG Orgánico,CyberNov,Remera unisex,XXL,Blanco,DTF,Conurbano Nipón,Proveedor B,271,8.75,6596.0,1883.0,791.0,Retiro,0.0,1,17510.0,0.124,15340.0,15340.0,11645.41,3694.59,3694.59,3,Crédito,0,Ninguno,4.4
1878,1801,2024-11-19,CUST0196,1,GBA Sur,Feria,IG Ads,CyberNov,Remera mujer,M,Negro,DTF,Tango,Proveedor B,266,8.89,6356.0,1936.0,580.0,Moto GBA,2791.0,3,18490.0,0.142,15860.0,47580.0,12171.89,3688.11,11064.33,3,Débito,0,Ninguno,5.0
130,124,2024-11-20,CUST0004,1,Quilmes,Instagram,IG Orgánico,CyberNov,Oversize,L,Negro,DTF,Tipográfica,Proveedor B,270,7.83,7052.0,3214.0,514.0,Correo Argentino,2592.0,2,23520.0,0.192,19010.0,38020.0,14191.93,4818.07,9636.14,5,MercadoPago,0,Ninguno,4.4
275,263,2024-11-20,CUST0527,0,GBA Sur,WhatsApp,IG Ads,CyberNov,Tote bag,M,Negro,DTF UV,Minimalista,Proveedor B,253,8.56,3290.0,2798.0,397.0,Retiro,0.0,1,14690.0,0.102,13190.0,13190.0,8647.79,4542.21,4542.21,3,Débito,0,Ninguno,4.7
633,604,2024-11-20,CUST0001,1,Quilmes,TiendaNube,Boca a boca,CyberNov,Remera unisex,S,Negro,DTF,Tipográfica,Proveedor C,192,10.93,8271.0,2045.0,671.0,Moto GBA,2751.0,1,25110.0,0.136,21690.0,21690.0,15840.68,5849.32,5849.32,5,MercadoPago,0,Ninguno,3.7
173,167,2024-11-21,CUST0001,1,GBA Sur,WhatsApp,IG Orgánico,CyberNov,Remera mujer,XS,Azul,DTF UV,Conurbano Nipón,Proveedor A,126,9.38,8893.0,2174.0,682.0,Correo Argentino,4573.0,1,26330.0,0.242,19950.0,19950.0,17507.92,2442.08,2442.08,6,Crédito,0,Ninguno,4.9
571,542,2024-11-21,CUST0004,1,GBA Sur,WhatsApp,IG Ads,CyberNov,Oversize,XXL,Negro,DTF,Conurbano Nipón,Proveedor B,252,7.8,9320.0,3951.0,510.0,Correo Argentino,4965.0,1,31610.0,0.221,24640.0,24640.0,20711.68,3928.32,3928.32,6,Efectivo,1,Color shift,3.4
1094,1049,2024-11-21,CUST0122,0,CABA,Instagram,IG Orgánico,CyberNov,Remera mujer,S,Blanco,DTF,Tango,Proveedor B,208,7.76,8548.0,2089.0,796.0,Moto GBA,3285.0,1,25010.0,0.151,21240.0,21240.0,16332.65,4907.35,4907.35,4,MercadoPago,0,Ninguno,4.2
1793,1716,2024-11-21,CUST0013,1,Quilmes,TiendaNube,IG Ads,CyberNov,Tote bag,L,Negro,DTF,Rock,Proveedor A,213,9.37,3895.0,1553.0,737.0,Moto GBA,2175.0,1,17210.0,0.18,14110.0,14110.0,10351.77,3758.23,3758.23,4,MercadoPago,0,Ninguno,4.9
28,26,2024-11-22,CUST0865,0,Quilmes,Instagram,IG Orgánico,CyberNov,Buzo canguro,L,Negro,DTF,Tipográfica,Proveedor A,260,9.04,25328.0,3846.0,543.0,Mensajería CABA,3454.0,1,54140.0,0.177,44550.0,44550.0,35521.81,9028.19,9028.19,2,MercadoPago,0,Ninguno,4.4
307,294,2024-11-22,CUST0001,1,Quilmes,WhatsApp,IG Ads,CyberNov,Tote bag,M,Negro,DTF,Rock,Proveedor A,276,9.02,3367.0,3775.0,701.0,Retiro,0.0,1,17890.0,0.089,16290.0,16290.0,10332.78,5957.22,5957.22,1,Crédito,0,Ninguno,4.6
1378,658,2024-11-22,CUST0001,1,GBA Sur,Instagram,IG Ads,CyberNov,Remera mujer,XXL,Azul,DTF,Minimalista,Proveedor B,140,8.9,6877.0,3941.0,679.0,Moto GBA,2323.0,1,25100.0,0.18,20580.0,20580.0,15063.24,5516.76,5516.76,4,Efectivo,0,Ninguno,4.3
1432,1363,2024-11-22,CUST1017,0,Quilmes,Instagram,IG Ads,CyberNov,Oversize,XXL,Verde,Serigrafía,Conurbano Nipón,Proveedor C,222,10.52,7895.0,3226.0,400.0,Retiro,0.0,2,21520.0,0.097,19420.0,38840.0,13862.17,5557.83,11115.66,5,Transferencia,0,Ninguno,4.4
1662,1590,2024-11-22,CUST0007,1,Quilmes,Instagram,Boca a boca,CyberNov,Tote bag,M,Negro,DTF,Conurbano Nipón,Proveedor A,277,8.64,4433.0,2186.0,490.0,Mensajería CABA,4055.0,1,24690.0,0.097,22290.0,22290.0,13558.73,8731.27,8731.27,4,Efectivo,0,Ninguno,4.8
264,252,2024-11-23,CUST0005,1,Quilmes,Instagram,Feria,CyberNov,Tote bag,S,Rojo,DTF,Vintage,Proveedor C,223,10.22,3441.0,2529.0,479.0,Correo Argentino,4044.0,1,19890.0,0.239,15150.0,15150.0,12771.7,2378.3,2378.3,7,Débito,0,Ninguno,4.2
1286,1228,2024-11-23,CUST0001,1,CABA,Feria,IG Ads,CyberNov,Remera unisex,XXL,Azul,DTF,Tipográfica,Proveedor C,245,10.75,8460.0,1937.0,619.0,Mensajería CABA,2397.0,1,25410.0,0.191,20550.0,20550.0,16046.81,4503.19,4503.19,6,MercadoPago,0,Ninguno,4.7
1790,1713,2024-11-23,CUST0855,0,Quilmes,Instagram,IG Ads,CyberNov,Oversize,XL,Verde,DTF,Minimalista,Proveedor A,313,8.6,10749.0,3033.0,389.0,Moto GBA,2152.0,1,29240.0,0.147,24950.0,24950.0,19018.67,5931.33,5931.33,4,Débito,0,Ninguno,5.0
1946,1862,2024-11-23,CUST0001,1,Quilmes,Instagram,IG Orgánico,CyberNov,Buzo canguro,XXL,Blanco,DTF,Rock,Proveedor A,301,8.87,20927.0,3520.0,638.0,Mensajería CABA,3923.0,1,52060.0,0.225,40330.0,40330.0,31676.71,8653.29,8653.29,2,Crédito,0,Ninguno,4.4
1974,1888,2024-11-23,CUST0033,1,Quilmes,TiendaNube,Google Search,CyberNov,Oversize,XXL,Blanco,DTF,Vintage,Proveedor C,287,11.05,9569.0,2416.0,376.0,Moto GBA,3243.0,2,27220.0,0.0,27220.0,54440.0,17151.34,10068.66,20137.32,6,MercadoPago,0,Ninguno,4.3
48,46,2024-11-24,CUST0033,1,Quilmes,WhatsApp,IG Ads,CyberNov,Remera unisex,XXL,Negro,DTF,Conurbano Nipón,Proveedor A,230,8.3,7876.0,2730.0,710.0,Moto GBA,2629.0,1,26590.0,0.209,21040.0,21040.0,15850.88,5189.12,5189.12,3,Crédito,0,Ninguno,4.5
137,131,2024-11-24,CUST0001,1,GBA Sur,Feria,IG Ads,CyberNov,Remera unisex,L,Negro,DTF,Vintage,Proveedor A,201,9.28,6488.0,3198.0,321.0,Retiro,0.0,1,19260.0,0.191,15570.0,15570.0,11876.38,3693.62,3693.62,2,Débito,0,Ninguno,4.7
551,263,2024-11-24,CUST0003,1,Interior,TiendaNube,IG Orgánico,CyberNov,Remera mujer,M,Negro,DTF,Vintage,Proveedor B,117,8.86,6985.0,3032.0,855.0,Moto GBA,3848.0,3,21360.0,0.199,17110.0,51330.0,13190.62,3919.38,11758.15,4,MercadoPago,0,Ninguno,4.6
549,522,2024-11-24,CUST0004,1,GBA Sur,Feria,IG Orgánico,CyberNov,Remera mujer,L,Blanco,DTF,Vintage,Proveedor C,188,9.44,7982.0,1816.0,332.0,Moto GBA,2916.0,1,21950.0,0.0,21950.0,21950.0,14824.62,7125.38,7125.38,4,Transferencia,0,Ninguno,4.7
816,781,2024-11-24,CUST0059,1,CABA,TiendaNube,IG Orgánico,CyberNov,Oversize,S,Blanco,DTF,Conurbano Nipón,Proveedor B,291,8.84,10393.0,2802.0,889.0,Correo Argentino,4121.0,1,32370.0,0.188,26290.0,26290.0,20781.05,5508.95,5508.95,5,Débito,0,Ninguno,4.3
957,916,2024-11-24,CUST0039,1,CABA,Instagram,IG Ads,CyberNov,Remera mujer,XXL,Gris,DTF,Rock,Proveedor B,158,8.31,8018.0,2438.0,474.0,Correo Argentino,4945.0,1,28350.0,0.128,24720.0,24720.0,17187.03,7532.97,7532.97,4,MercadoPago,0,Ninguno,4.8
1394,1328,2024-11-24,CUST0002,1,CABA,WhatsApp,IG Ads,CyberNov,Oversize,XXL,Rojo,DTF UV,Minimalista,Proveedor C,210,11.19,9138.0,3687.0,488.0,Mensajería CABA,2852.0,1,28440.0,0.229,21920.0,21920.0,18512.28,3407.72,3407.72,6,Débito,0,Ninguno,3.9
1501,1431,2024-11-24,CUST0002,1,GBA Sur,WhatsApp,IG Ads,CyberNov,Remera mujer,M,Verde,DTF,Conurbano Nipón,Proveedor A,226,9.1,7946.0,1628.0,692.0,Retiro,0.0,1,19410.0,0.132,16840.0,16840.0,12326.03,4513.97,4513.97,1,Débito,0,Ninguno,4.8
1606,1535,2024-11-24,CUST0001,1,CABA,WhatsApp,Boca a boca,CyberNov,Buzo canguro,M,Negro,DTF,Tango,Proveedor C,303,9.92,24573.0,2883.0,892.0,Moto GBA,3797.0,1,49870.0,0.124,43710.0,43710.0,35152.22,8557.78,8557.78,7,MercadoPago,0,Ninguno,4.0
97,94,2024-11-25,CUST0012,1,Quilmes,Instagram,IG Orgánico,CyberNov,Oversize,M,Blanco,DTF,Conurbano Nipón,Proveedor A,259,8.86,10308.0,1901.0,798.0,Retiro,0.0,1,23100.0,0.2,18470.0,18470.0,15304.67,3165.33,3165.33,1,Efectivo,0,Ninguno,4.2
296,284,2024-11-25,CUST0001,1,CABA,Instagram,Google Search,CyberNov,Tote bag,XL,Rojo,DTF,Minimalista,Proveedor A,218,8.98,3292.0,3575.0,469.0,Mensajería CABA,2051.0,1,18080.0,0.15,15380.0,15380.0,11344.39,4035.61,4035.61,4,Débito,0,Ninguno,4.2
1643,1572,2024-11-25,CUST0006,1,Quilmes,Instagram,IG Ads,CyberNov,Remera mujer,L,Gris,DTF,Rock,Proveedor A,276,8.75,8866.0,3197.0,488.0,Moto GBA,2740.0,1,28410.0,0.084,26030.0,26030.0,17710.93,8319.07,8319.07,3,Transferencia,0,Ninguno,5.0
18,17,2024-11-26,CUST0256,0,CABA,TiendaNube,IG Ads,CyberNov,Remera unisex,XL,Negro,DTF UV,Vintage,Proveedor C,181,10.47,6958.0,2703.0,892.0,Retiro,0.0,1,18260.0,0.168,15190.0,15190.0,12447.38,2742.62,2742.62,5,Crédito,0,Ninguno,4.1
480,456,2024-11-26,CUST0074,1,Interior,WhatsApp,IG Orgánico,CyberNov,Remera mujer,S,Negro,DTF,Minimalista,Proveedor A,141,9.14,7977.0,1737.0,461.0,Moto GBA,3449.0,1,24070.0,0.224,18680.0,18680.0,14913.86,3766.14,3766.14,4,MercadoPago,0,Ninguno,4.3
674,644,2024-11-26,CUST0001,1,Quilmes,Instagram,IG Orgánico,CyberNov,Remera unisex,S,Rojo,DTF,Vintage,Proveedor A,241,9.58,8513.0,2381.0,364.0,Correo Argentino,3791.0,1,28240.0,0.238,21510.0,21510.0,17353.34,4156.66,4156.66,3,Crédito,0,Ninguno,4.5
734,701,2024-11-26,CUST0590,0,GBA Sur,TiendaNube,IG Orgánico,CyberNov,Oversize,M,Azul,DTF,Vintage,Proveedor A,257,7.97,7207.0,1831.0,411.0,Correo Argentino,2829.0,1,21610.0,0.125,18920.0,18920.0,14327.75,4592.25,4592.25,7,MercadoPago,0,Ninguno,4.8
863,828,2024-11-26,CUST0526,0,CABA,Instagram,Feria,CyberNov,Remera unisex,M,Negro,DTF,Conurbano Nipón,Proveedor A,230,9.22,6864.0,2508.0,695.0,Moto GBA,3343.0,1,23210.0,0.162,19450.0,19450.0,15533.84,3916.16,3916.16,3,Débito,0,Ninguno,4.6
1733,831,2024-11-27,CUST0005,1,GBA Sur,Feria,IG Orgánico,CyberNov,Remera mujer,XXL,Gris,DTF,Rock,Proveedor B,197,9.04,6157.0,2819.0,665.0,Retiro,0.0,1,19490.0,0.108,17380.0,17380.0,11418.32,5961.68,5961.68,3,Transferencia,0,Ninguno,4.9
934,893,2024-11-27,CUST0009,1,CABA,WhatsApp,IG Orgánico,CyberNov,Buzo canguro,L,Negro,DTF,Minimalista,Proveedor B,285,8.2,25208.0,2751.0,885.0,Mensajería CABA,3460.0,1,52790.0,0.185,43000.0,43000.0,34645.47,8354.53,8354.53,4,Débito,0,Ninguno,4.3
1317,1256,2024-11-27,CUST0006,1,CABA,Instagram,IG Orgánico,CyberNov,Oversize,M,Negro,DTF,Conurbano Nipón,Proveedor A,252,8.91,7850.0,1957.0,438.0,Retiro,0.0,1,19740.0,0.0,19740.0,19740.0,12489.46,7250.54,7250.54,1,MercadoPago,0,Ninguno,4.6
1540,1470,2024-11-27,CUST0001,1,GBA Sur,WhatsApp,IG Ads,CyberNov,Oversize,M,Blanco,DTF,Conurbano Nipón,Proveedor C,220,10.66,9953.0,1704.0,378.0,Retiro,0.0,1,24610.0,0.16,20680.0,20680.0,14384.73,6295.27,6295.27,5,Efectivo,0,Ninguno,5.0
475,451,2024-11-28,CUST0009,1,CABA,Feria,Boca a boca,CyberNov,Oversize,XL,Blanco,DTF UV,Vintage,Proveedor A,266,8.38,10459.0,1768.0,477.0,Correo Argentino,3222.0,2,27800.0,0.0,27800.0,55600.0,16543.12,11256.88,22513.77,6,Débito,1,Descascarado,3.4
1052,1007,2024-11-28,CUST0006,1,GBA Sur,TiendaNube,IG Ads,CyberNov,Remera unisex,M,Rojo,DTF,Conurbano Nipón,Proveedor A,188,9.77,8867.0,1636.0,577.0,Mensajería CABA,3438.0,1,24290.0,0.0,24290.0,24290.0,16359.56,7930.44,7930.44,3,Efectivo,0,Ninguno,4.9
189,181,2024-11-29,CUST0070,1,GBA Sur,Feria,IG Orgánico,CyberNov,Remera unisex,M,Negro,DTF,Conurbano Nipón,Proveedor B,234,8.25,8989.0,3345.0,770.0,Moto GBA,2450.0,1,29370.0,0.212,23140.0,23140.0,17489.42,5650.58,5650.58,3,MercadoPago,0,Ninguno,3.9
302,289,2024-11-29,CUST0011,1,Quilmes,TiendaNube,IG Ads,CyberNov,Buzo canguro,L,Azul,DTF,Conurbano Nipón,Proveedor A,266,9.1,23613.0,1584.0,336.0,Moto GBA,2856.0,1,44310.0,0.152,37590.0,37590.0,30812.87,6777.13,6777.13,2,Crédito,0,Ninguno,4.3
1415,1348,2024-11-29,CUST0067,1,GBA Sur,Instagram,IG Ads,CyberNov,Remera mujer,XL,Azul,DTF,Rock,Proveedor A,229,8.72,7653.0,3997.0,693.0,Correo Argentino,3689.0,1,31060.0,0.0,31060.0,31060.0,18031.72,13028.28,13028.28,6,Débito,0,Ninguno,3.8
